id,name,url,created_at,updated_at
162,Santa Librada - Vía España - Plaza Concordia,http://www.mibus.com.pa/santa-librada-via-espana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
164,Tocumen - Transístmica,http://www.mibus.com.pa/tocumen-transistmica/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
165,Tocumen - Transístmica - Albrook,http://www.mibus.com.pa/tocumen-transistmica-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
166,Tocumen - Transístmica - Cervecería Nacional,http://www.mibus.com.pa/tocumen-transistmica-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
116,Panamá Viejo - Cinta Costera - Mercado de Mariscos,http://www.mibus.com.pa/panama-viejo-ave-balboa/,2015-04-07 02:27:17 UTC,2015-04-28 21:53:22 UTC
167,Tocumen - Tumba Muerto,http://www.mibus.com.pa/tocumen-tumba-muerto/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
168,Tocumen - Tumba Muerto - Albrook,http://www.mibus.com.pa/tocumen-tumba-muerto-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
169,Tocumen - Tumba Muerto - Cervecería Nacional,http://www.mibus.com.pa/tocumen-tumba-muerto-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
170,Tocumen - Vía España,http://www.mibus.com.pa/tocumen-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
172,Tocumen - Vía España - Plaza Concordia,http://www.mibus.com.pa/tocumen-viaespana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
173,Torrijos Carter - Transístmica - Cervecería Nacional,http://www.mibus.com.pa/torrijos-carter-transistmica-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
175,Torrijos Carter – Transístmica,http://www.mibus.com.pa/torrijos-carter-transistmica/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
177,Torrijos Carter – Tumba Muerto,http://www.mibus.com.pa/torrijos-carter-tumba-muerto/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
178,Torrijos Carter – Tumba Muerto - Albrook,http://www.mibus.com.pa/torrijos-carter-tumba-muerto-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
179,Torrijos Carter – Tumba Muerto - Cervecería Nacional,http://www.mibus.com.pa/torrijos-carter-tumba-muerto-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
180,Torrijos Carter – Vía España,http://www.mibus.com.pa/torrijos-carter-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
181,Torrijos Carter – Vía España - Albrook,http://www.mibus.com.pa/torrijos-carter-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
182,Torrijos Carter – Vía España - Plaza Concordia,http://www.mibus.com.pa/torrijos-carter-via-espana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
183,Transfer - Alcalde Díaz - Gran Estación ,http://www.mibus.com.pa/transfer-alcalde-diaz-gran-estacion/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
